date,code,ticker,name,sector,bucket,entry_close
2026-08-25,8360,8360.T,山梨中央銀行,銀行業,ma25_touch,7110.0
2026-08-25,8361,8361.T,大垣共立銀行,銀行業,ma25_touch,7940.0
2026-08-25,8367,8367.T,南都銀行,銀行業,ma25_touch,1865.0
2026-08-25,8370,8370.T,紀陽銀行,銀行業,ma25_touch,4950.0
2026-08-25,8377,8377.T,ほくほくフィナンシャルグループ,銀行業,ma25_touch,8025.0
2026-08-25,8381,8381.T,山陰合同銀行,銀行業,ma25_touch,2549.0
2026-08-25,8386,8386.T,百十四銀行,銀行業,ma25_touch,2978.0
2026-08-25,8387,8387.T,四国銀行,銀行業,ma25_touch,3380.0
2026-08-25,8392,8392.T,大分銀行,銀行業,ma25_touch,2767.0
2026-08-25,8393,8393.T,宮崎銀行,銀行業,ma25_touch,2415.0
2026-08-25,8399,8399.T,琉球銀行,銀行業,ma25_touch,3105.0
2026-08-25,8410,8410.T,セブン銀行,銀行業,ma25_touch,335.4
2026-08-25,8418,8418.T,山口フィナンシャルグループ,銀行業,ma25_touch,3127.0
2026-08-25,8473,8473.T,ＳＢＩホールディングス,証券、商品先物取引業,retest_52w,3232.0
2026-08-25,8508,8508.T,Ｊトラスト,その他金融業,ma25_touch,824.0
2026-08-25,8511,8511.T,日本証券金融,その他金融業,ma25_touch,2468.0
2026-08-25,8522,8522.T,名古屋銀行,銀行業,ma25_touch,6830.0
2026-08-25,8524,8524.T,北洋銀行,銀行業,ma25_touch,1251.0
2026-08-25,8544,8544.T,京葉銀行,銀行業,ma25_touch,2712.0
2026-08-25,8550,8550.T,栃木銀行,銀行業,ma25_touch,1023.0
2026-08-25,8558,8558.T,東和銀行,銀行業,ma25_touch,1444.0
2026-08-25,8628,8628.T,松井証券,証券、商品先物取引業,ma25_touch,1118.0
2026-08-25,8698,8698.T,マネックスグループ,証券、商品先物取引業,retest_52w,738.0
2026-08-25,8708,8708.T,アイザワ証券グループ,証券、商品先物取引業,ma25_touch,1745.0
2026-08-25,8714,8714.T,池田泉州ホールディングス,銀行業,ma25_touch,1058.0
2026-08-25,8803,8803.T,平和不動産,不動産業,retest_52w,2402.0
2026-08-25,8918,8918.T,ランド,不動産業,ma25_touch,10.0
2026-08-25,8935,8935.T,ＦＪネクストホールディングス,不動産業,ma25_touch,1989.0
2026-08-25,9006,9006.T,京浜急行電鉄,陸運業,retest_52w,1586.0
2026-08-25,9010,9010.T,富士急行,陸運業,ma25_touch,2776.0
2026-08-25,9020,9020.T,東日本旅客鉄道,陸運業,retest_52w,3625.0
2026-08-25,9037,9037.T,ハマキョウレックス,陸運業,ma25_touch,1855.0
2026-08-25,9045,9045.T,京阪ホールディングス,陸運業,retest_52w,3271.0
2026-08-25,9065,9065.T,山九,陸運業,retest_52w,8425.0
2026-08-25,9068,9068.T,丸全昭和運輸,陸運業,retest_52w,7400.0
2026-08-25,9069,9069.T,センコーグループホールディングス,陸運業,ma25_touch,2278.0
2026-08-25,9072,9072.T,ニッコンホールディングス,陸運業,ma25_touch,5434.0
2026-08-25,9076,9076.T,セイノーホールディングス,陸運業,ma25_touch,2797.5
2026-08-25,9202,9202.T,ＡＮＡホールディングス,空運業,retest_52w,3050.0
2026-08-25,9202,9202.T,ＡＮＡホールディングス,空運業,ma200_touch,3050.0
2026-08-25,9202,9202.T,ＡＮＡホールディングス,空運業,ma240_touch,3050.0
2026-08-25,9268,9268.T,オプティマスグループ,卸売業,ma25_touch,421.0
2026-08-25,9279,9279.T,ギフトホールディングス,小売業,ma25_touch,5040.0
2026-08-25,9303,9303.T,住友倉庫,倉庫・運輸関連業,ma25_touch,4160.0
2026-08-25,9310,9310.T,日本トランスシティ,倉庫・運輸関連業,ma25_touch,1366.0
2026-08-25,9347,9347.T,日本管財ホールディングス,サービス業,retest_52w,2914.0
2026-08-25,9434,9434.T,ソフトバンク,情報・通信業,retest_52w,239.3
2026-08-25,9436,9436.T,沖縄セルラー電話,情報・通信業,ma25_touch,4060.0
2026-08-25,9505,9505.T,北陸電力,電気・ガス業,ma25_touch,983.5
2026-08-25,9505,9505.T,北陸電力,電気・ガス業,ma200_touch,983.5
2026-08-25,9517,9517.T,イーレックス,電気・ガス業,ma25_touch,871.0
2026-08-25,9605,9605.T,東映,情報・通信業,ma25_touch,6100.0
2026-08-25,9616,9616.T,共立メンテナンス,サービス業,retest_52w,3453.0
2026-08-25,9621,9621.T,建設技術研究所,サービス業,retest_52w,3175.0
2026-08-25,9627,9627.T,アインホールディングス,小売業,retest_52w,6180.0
2026-08-25,9672,9672.T,東京都競馬,サービス業,retest_52w,5090.0
2026-08-25,9708,9708.T,帝国ホテル,サービス業,retest_52w,996.0
2026-08-25,9715,9715.T,トランス・コスモス,サービス業,retest_52w,3735.0
2026-08-25,9744,9744.T,メイテックグループホールディングス,サービス業,retest_52w,3366.0
2026-08-25,9830,9830.T,トラスコ中山,卸売業,retest_52w,2364.0
2026-08-25,9832,9832.T,オートバックスセブン,卸売業,retest_52w,1552.0
2026-08-25,9837,9837.T,モリト,卸売業,ma25_touch,1829.0
2026-08-25,9837,9837.T,モリト,卸売業,ma200_touch,1829.0
2026-08-25,9861,9861.T,吉野家ホールディングス,小売業,ma25_touch,3858.0
2026-08-25,9869,9869.T,加藤産業,卸売業,ma25_touch,6600.0
2026-08-25,9900,9900.T,サガミホールディングス,小売業,ma25_touch,2150.0
2026-08-25,9902,9902.T,日伝,卸売業,retest_52w,3025.0
2026-08-25,9902,9902.T,日伝,卸売業,ma25_touch,3025.0
2026-08-25,9934,9934.T,因幡電機産業,卸売業,ma25_touch,2980.5
2026-08-25,9991,9991.T,ジェコス,卸売業,ma25_touch,1773.0
2026-08-26,1332,1332.T,ニッスイ,水産・農林業,ma25_touch,1297.0
2026-08-26,1407,1407.T,ウエストホールディングス,建設業,ma25_touch,2721.0
2026-08-26,1518,1518.T,三井松島ホールディングス,その他製品,ma25_touch,2308.0
2026-08-26,1662,1662.T,石油資源開発,鉱業,ma25_touch,1818.0
2026-08-26,1662,1662.T,石油資源開発,鉱業,ma240_touch,1818.0
2026-08-26,1822,1822.T,大豊建設,建設業,retest_52w,829.0
2026-08-26,1870,1870.T,矢作建設工業,建設業,retest_52w,2181.0
2026-08-26,1882,1882.T,東亜道路工業,建設業,retest_52w,1630.0
2026-08-26,1885,1885.T,東亜建設工業,建設業,retest_52w,2105.0
2026-08-26,1898,1898.T,世紀東急工業,建設業,retest_52w,1510.0
2026-08-26,1928,1928.T,積水ハウス,建設業,retest_52w,3461.0
2026-08-26,1945,1945.T,東京エネシス,建設業,ma25_touch,2076.0
2026-08-26,1952,1952.T,新日本空調,建設業,retest_52w,3115.0
2026-08-26,1969,1969.T,高砂熱学工業,建設業,retest_52w,4316.0
2026-08-26,2001,2001.T,ニップン,食料品,ma25_touch,2929.0
2026-08-26,2120,2120.T,ＬＩＦＵＬＬ,サービス業,retest_52w,235.0
2026-08-26,2160,2160.T,ジーエヌアイグループ,医薬品,ma200_touch,2761.0
2026-08-26,2160,2160.T,ジーエヌアイグループ,医薬品,ma240_touch,2761.0
2026-08-26,2201,2201.T,森永製菓,食料品,retest_52w,2577.0
2026-08-26,2207,2207.T,ｍｅｉｔｏ,食料品,ma25_touch,3450.0
2026-08-26,2220,2220.T,亀田製菓,食料品,retest_52w,1404.0
2026-08-26,2267,2267.T,ヤクルト本社,食料品,ma25_touch,2875.0
2026-08-26,2315,2315.T,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,情報・通信業,retest_52w,65.0
2026-08-26,2337,2337.T,いちご,不動産業,retest_52w,412.0
2026-08-26,2484,2484.T,出前館,情報・通信業,retest_52w,174.0
2026-08-26,2503,2503.T,キリンホールディングス,食料品,ma25_touch,3079.0
2026-08-26,2531,2531.T,宝ホールディングス,食料品,ma25_touch,2173.0
2026-08-26,2590,2590.T,ダイドーグループホールディングス,食料品,ma25_touch,3050.0
2026-08-26,2594,2594.T,キーコーヒー,食料品,retest_52w,2031.0
2026-08-26,2659,2659.T,サンエー,小売業,ma25_touch,3370.0
2026-08-26,2702,2702.T,日本マクドナルドホールディングス,小売業,ma25_touch,8110.0
2026-08-26,2730,2730.T,エディオン,小売業,ma25_touch,2554.0
2026-08-26,2760,2760.T,東京エレクトロン　デバイス,卸売業,ma25_touch,4050.0
2026-08-26,2809,2809.T,キユーピー,食料品,ma25_touch,4699.0
2026-08-26,2908,2908.T,フジッコ,食料品,retest_52w,1637.0
2026-08-26,2914,2914.T,日本たばこ産業,食料品,ma25_touch,6983.0
2026-08-26,2975,2975.T,スター・マイカ・ホールディングス,不動産業,ma25_touch,1593.0
2026-08-26,3028,3028.T,アルペン,小売業,retest_52w,2369.0
2026-08-26,3076,3076.T,あい　ホールディングス,卸売業,ma25_touch,2968.0
2026-08-26,3107,3107.T,ダイワボウホールディングス,卸売業,ma25_touch,3703.0
2026-08-26,3132,3132.T,マクニカホールディングス,卸売業,ma25_touch,3520.0
2026-08-26,3148,3148.T,クリエイトＳＤホールディングス,小売業,retest_52w,3415.0
2026-08-26,3284,3284.T,フージャースホールディングス,不動産業,retest_52w,1328.0
2026-08-26,3382,3382.T,セブン＆アイ・ホールディングス,小売業,retest_52w,2024.0
2026-08-26,3401,3401.T,帝人,繊維製品,ma25_touch,1731.5
2026-08-26,3402,3402.T,東レ,繊維製品,ma25_touch,1262.5
2026-08-26,3479,3479.T,ＴＫＰ,不動産業,retest_52w,1894.0
2026-08-26,3496,3496.T,アズーム,不動産業,retest_52w,4980.0
2026-08-26,3539,3539.T,ＪＭホールディングス,小売業,retest_52w,1505.0
2026-08-26,3543,3543.T,コメダホールディングス,卸売業,retest_52w,3000.0
2026-08-26,3549,3549.T,クスリのアオキホールディングス,小売業,retest_52w,4178.0
2026-08-26,3563,3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業,ma25_touch,5716.0
2026-08-26,3569,3569.T,セーレン,繊維製品,ma25_touch,3425.0
2026-08-26,3608,3608.T,ＴＳＩホールディングス,繊維製品,ma25_touch,1277.0
2026-08-26,3636,3636.T,三菱総合研究所,情報・通信業,retest_52w,5030.0
2026-08-26,3696,3696.T,セレス,情報・通信業,retest_52w,2277.0
2026-08-26,3708,3708.T,特種東海製紙,パルプ・紙,ma25_touch,2175.0
2026-08-26,3741,3741.T,セック,情報・通信業,ma25_touch,3130.0
2026-08-26,3741,3741.T,セック,情報・通信業,ma240_touch,3130.0
2026-08-26,3837,3837.T,アドソル日進,情報・通信業,retest_52w,1443.0
2026-08-26,3915,3915.T,テラスカイ,情報・通信業,retest_52w,2263.0
2026-08-26,3915,3915.T,テラスカイ,情報・通信業,ma25_touch,2263.0
2026-08-26,3939,3939.T,カナミックネットワーク,情報・通信業,ma200_touch,530.0
2026-08-26,3941,3941.T,レンゴー,パルプ・紙,ma25_touch,1579.0
2026-08-26,3946,3946.T,トーモク,パルプ・紙,ma25_touch,4615.0
2026-08-26,3950,3950.T,ザ・パック,パルプ・紙,ma25_touch,1505.0
2026-08-26,3964,3964.T,オークネット,情報・通信業,ma25_touch,1464.0
2026-08-26,3968,3968.T,セグエグループ,情報・通信業,retest_52w,636.0
2026-08-26,4027,4027.T,テイカ,化学,ma25_touch,2389.0
2026-08-26,4064,4064.T,日本カーバイド工業,化学,ma25_touch,3370.0
2026-08-26,4088,4088.T,エア・ウォーター,化学,retest_52w,2481.0
2026-08-26,4091,4091.T,日本酸素ホールディングス,化学,retest_52w,5594.0
2026-08-26,4092,4092.T,日本化学工業,化学,ma25_touch,5430.0
2026-08-26,4112,4112.T,保土谷化学工業,化学,ma200_touch,2243.0
2026-08-26,4118,4118.T,カネカ,化学,ma25_touch,6135.0
2026-08-26,4151,4151.T,協和キリン,医薬品,retest_52w,2573.0
2026-08-26,4205,4205.T,日本ゼオン,化学,ma25_touch,2414.0
2026-08-26,4228,4228.T,積水化成品工業,化学,ma25_touch,597.0
2026-08-26,4258,4258.T,網屋,情報・通信業,retest_52w,4120.0
2026-08-26,4324,4324.T,電通グループ,サービス業,ma25_touch,3618.0
2026-08-26,4377,4377.T,ワンキャリア,情報・通信業,retest_52w,2493.0
2026-08-26,4392,4392.T,ＦＩＧ,情報・通信業,ma25_touch,1001.0
2026-08-26,4403,4403.T,日油,化学,retest_52w,2785.0
2026-08-26,4417,4417.T,グローバルセキュリティエキスパート,情報・通信業,ma25_touch,4575.0
2026-08-26,4418,4418.T,ＪＤＳＣ,情報・通信業,retest_52w,1010.0
2026-08-26,4431,4431.T,スマレジ,情報・通信業,retest_52w,3430.0
2026-08-26,4549,4549.T,栄研化学,医薬品,retest_52w,2350.0
2026-08-26,4559,4559.T,ゼリア新薬工業,医薬品,retest_52w,2069.0
2026-08-26,4612,4612.T,日本ペイントホールディングス,化学,ma25_touch,1194.5
2026-08-26,4613,4613.T,関西ペイント,化学,ma25_touch,2891.0
2026-08-26,4628,4628.T,エスケー化研,化学,retest_52w,9180.0
2026-08-26,4666,4666.T,パーク２４,不動産業,retest_52w,2027.0
2026-08-26,4681,4681.T,リゾートトラスト,サービス業,retest_52w,1907.0
2026-08-26,4743,4743.T,アイティフォー,情報・通信業,ma25_touch,1670.0
2026-08-26,4743,4743.T,アイティフォー,情報・通信業,ma200_touch,1670.0
2026-08-26,4743,4743.T,アイティフォー,情報・通信業,ma240_touch,1670.0
2026-08-26,4765,4765.T,ＳＢＩグローバルアセットマネジメント,サービス業,retest_52w,637.0
2026-08-26,4922,4922.T,コーセーホールディングス,化学,retest_52w,5930.0
2026-08-26,4927,4927.T,ポーラ・オルビスホールディングス,化学,ma25_touch,1392.5
2026-08-26,4928,4928.T,ノエビアホールディングス,化学,ma25_touch,4910.0
2026-08-26,4933,4933.T,Ｉ－ｎｅ,化学,retest_52w,1516.0
2026-08-26,4992,4992.T,北興化学工業,化学,ma25_touch,1998.0
2026-08-26,5013,5013.T,ユシロ,石油・石炭製品,ma200_touch,2974.0
2026-08-26,5021,5021.T,コスモエネルギーホールディングス,石油・石炭製品,ma200_touch,4192.0
2026-08-26,5108,5108.T,ブリヂストン,ゴム製品,ma25_touch,4127.0
2026-08-26,5121,5121.T,藤倉コンポジット,ゴム製品,ma25_touch,2627.0
2026-08-26,5122,5122.T,オカモト,ゴム製品,ma25_touch,6290.0
2026-08-26,5195,5195.T,バンドー化学,ゴム製品,ma25_touch,2487.0
2026-08-26,5208,5208.T,有沢製作所,化学,ma25_touch,2588.0
2026-08-26,5218,5218.T,オハラ,ガラス・土石製品,ma25_touch,1575.0
2026-08-26,5232,5232.T,住友大阪セメント,ガラス・土石製品,ma25_touch,5674.0
2026-08-26,5288,5288.T,アジアパイルホールディングス,ガラス・土石製品,ma25_touch,1566.0
2026-08-26,5301,5301.T,東海カーボン,ガラス・土石製品,ma25_touch,1643.0
2026-08-26,5302,5302.T,日本カーボン,ガラス・土石製品,ma25_touch,4880.0
2026-08-26,5310,5310.T,東洋炭素,ガラス・土石製品,ma25_touch,6950.0
2026-08-26,5367,5367.T,ニッカトー,ガラス・土石製品,ma25_touch,1218.0
2026-08-26,5408,5408.T,中山製鋼所,鉄鋼,retest_52w,642.0
2026-08-26,5451,5451.T,ヨドコウ,鉄鋼,ma25_touch,1423.0
2026-08-26,5698,5698.T,エンビプロ・ホールディングス,鉄鋼,ma25_touch,794.0
2026-08-26,5698,5698.T,エンビプロ・ホールディングス,鉄鋼,ma200_touch,794.0
2026-08-26,5832,5832.T,ちゅうぎんフィナンシャルグループ,銀行業,ma25_touch,3478.0
2026-08-26,5834,5834.T,ＳＢＩリーシングサービス,証券、商品先物取引業,retest_52w,2712.0
2026-08-26,5992,5992.T,中央発條,金属製品,ma200_touch,3715.0
2026-08-26,6036,6036.T,ＫｅｅＰｅｒ技研,サービス業,retest_52w,3240.0
2026-08-26,6062,6062.T,チャーム・ケア・コーポレーション,サービス業,ma25_touch,1412.0
2026-08-26,6135,6135.T,牧野フライス製作所,機械,ma25_touch,15340.0
2026-08-26,6183,6183.T,ベルシステム２４ホールディングス,サービス業,ma240_touch,1433.0
2026-08-26,6194,6194.T,アトラエ,サービス業,ma25_touch,893.0
2026-08-26,6196,6196.T,ストライクグループ,サービス業,retest_52w,1366.0
2026-08-26,6238,6238.T,フリュー,機械,ma25_touch,1424.0
2026-08-26,6250,6250.T,やまびこ,機械,ma25_touch,4160.0
2026-08-26,6282,6282.T,オイレス工業,機械,ma25_touch,2936.0
2026-08-26,6310,6310.T,井関農機,機械,retest_52w,1818.0
2026-08-26,6332,6332.T,月島ホールディングス,機械,retest_52w,2786.0
2026-08-26,6333,6333.T,ＴＥＩＫＯＫＵ,機械,retest_52w,3430.0
2026-08-26,6339,6339.T,新東工業,機械,ma25_touch,1217.0
2026-08-26,6363,6363.T,酉島製作所,機械,ma25_touch,3055.0
2026-08-26,6371,6371.T,椿本チエイン,機械,ma25_touch,2700.0
2026-08-26,6419,6419.T,マースグループホールディングス,機械,retest_52w,3210.0
2026-08-26,6420,6420.T,ガリレイホールディングス,機械,retest_52w,3570.0
2026-08-26,6430,6430.T,ダイコク電機,機械,retest_52w,2540.0
2026-08-26,6432,6432.T,竹内製作所,機械,ma25_touch,7570.0
2026-08-26,6454,6454.T,マックス,機械,ma25_touch,1836.0
2026-08-26,6458,6458.T,新晃工業,機械,retest_52w,1271.0
2026-08-26,6459,6459.T,だいわ,機械,ma25_touch,1696.0
2026-08-26,6459,6459.T,だいわ,機械,ma240_touch,1696.0
2026-08-26,6464,6464.T,ツバキ・ナカシマ,機械,retest_52w,342.0
2026-08-26,6490,6490.T,ＰＩＬＬＡＲ,機械,ma25_touch,10000.0
2026-08-26,6503,6503.T,三菱電機,電気機器,ma25_touch,5619.0
2026-08-26,6504,6504.T,富士電機,電気機器,ma25_touch,13965.0
2026-08-26,6505,6505.T,東洋電機製造,電気機器,ma25_touch,2426.0
2026-08-26,6517,6517.T,デンヨー,電気機器,ma25_touch,4065.0
2026-08-26,6588,6588.T,東芝テック,電気機器,ma25_touch,3100.0
2026-08-26,6616,6616.T,トレックス・セミコンダクター,電気機器,ma25_touch,1954.0
2026-08-26,6644,6644.T,大崎電気工業,電気機器,ma25_touch,1550.0
2026-08-26,6644,6644.T,大崎電気工業,電気機器,ma200_touch,1550.0
2026-08-26,6652,6652.T,ＩＤＥＣ,電気機器,ma25_touch,3575.0
2026-08-26,6724,6724.T,セイコーエプソン,電気機器,ma25_touch,3136.0
2026-08-26,6744,6744.T,能美防災,電気機器,ma200_touch,4280.0
2026-08-26,6745,6745.T,ホーチキ,電気機器,ma25_touch,1982.0
2026-08-26,6752,6752.T,パナソニック　ホールディングス,電気機器,ma25_touch,4344.0
2026-08-26,6794,6794.T,フォスター電機,電気機器,ma25_touch,2950.0
2026-08-26,6794,6794.T,フォスター電機,電気機器,ma200_touch,2950.0
2026-08-26,6807,6807.T,日本航空電子工業,電気機器,retest_52w,2445.0
2026-08-26,6809,6809.T,ＴＯＡ,電気機器,ma25_touch,1695.0
2026-08-26,6809,6809.T,ＴＯＡ,電気機器,ma200_touch,1695.0
2026-08-26,6838,6838.T,多摩川ホールディングス,電気機器,ma25_touch,1428.0
2026-08-26,6861,6861.T,キーエンス,電気機器,ma25_touch,81500.0
2026-08-26,6869,6869.T,シスメックス,電気機器,retest_52w,1940.0
2026-08-26,6908,6908.T,イリソ電子工業,電気機器,retest_52w,2777.0
2026-08-26,6923,6923.T,スタンレー電気,電気機器,ma25_touch,3600.0
2026-08-26,6932,6932.T,遠藤照明,電気機器,ma25_touch,2559.0
2026-08-26,6932,6932.T,遠藤照明,電気機器,ma200_touch,2559.0
2026-08-26,6946,6946.T,日本アビオニクス,電気機器,ma200_touch,5750.0
2026-08-26,6960,6960.T,フクダ電子,電気機器,ma25_touch,11950.0
2026-08-26,6988,6988.T,日東電工,化学,retest_52w,3392.0
2026-08-26,7011,7011.T,三菱重工業,機械,retest_52w,3920.0
2026-08-26,7047,7047.T,ポート,サービス業,retest_52w,2281.0
2026-08-26,7128,7128.T,ユニソルホールディングス,卸売業,ma25_touch,2825.0
2026-08-26,7164,7164.T,全国保証,その他金融業,retest_52w,3219.0
2026-08-26,7201,7201.T,日産自動車,輸送用機器,retest_52w,318.5
2026-08-26,7220,7220.T,武蔵精密工業,輸送用機器,retest_52w,3160.0
2026-08-26,7231,7231.T,トピー工業,輸送用機器,ma240_touch,3065.0
2026-08-26,7238,7238.T,曙ブレーキ工業,輸送用機器,retest_52w,107.0
2026-08-26,7259,7259.T,アイシン,輸送用機器,retest_52w,2252.5
2026-08-26,7267,7267.T,本田技研工業,輸送用機器,ma25_touch,1674.5
2026-08-26,7276,7276.T,小糸製作所,電気機器,ma25_touch,2674.0
2026-08-26,7278,7278.T,エクセディ,輸送用機器,ma25_touch,6170.0
2026-08-26,7279,7279.T,ハイレックスコーポレーション,輸送用機器,retest_52w,2580.0
2026-08-26,7309,7309.T,シマノ,輸送用機器,ma25_touch,19775.0
2026-08-26,7313,7313.T,テイ・エス　テック,輸送用機器,retest_52w,1845.0
2026-08-26,7337,7337.T,ひろぎんホールディングス,銀行業,ma25_touch,2344.0
2026-08-26,7350,7350.T,おきなわフィナンシャルグループ,銀行業,ma25_touch,7640.0
2026-08-26,7453,7453.T,良品計画,小売業,ma25_touch,4297.0
2026-08-26,7606,7606.T,ユナイテッドアローズ,小売業,ma25_touch,2481.0
2026-08-26,7606,7606.T,ユナイテッドアローズ,小売業,ma200_touch,2481.0
2026-08-26,7609,7609.T,ダイトロン,卸売業,ma25_touch,4095.0
2026-08-26,7613,7613.T,シークス,卸売業,ma25_touch,1567.0
2026-08-26,7616,7616.T,コロワイド,小売業,ma25_touch,2092.5
2026-08-26,7715,7715.T,長野計器,精密機器,ma25_touch,3870.0
2026-08-26,7721,7721.T,東京計器,精密機器,ma25_touch,7210.0
2026-08-26,7734,7734.T,理研計器,精密機器,retest_52w,3310.0
2026-08-26,7740,7740.T,タムロン,精密機器,ma25_touch,1367.0
2026-08-26,7777,7777.T,スリー・ディー・マトリックス,精密機器,ma25_touch,356.0
2026-08-26,7780,7780.T,メニコン,精密機器,ma25_touch,1898.0
2026-08-26,7818,7818.T,トランザクション,その他製品,retest_52w,1251.0
2026-08-26,7856,7856.T,萩原工業,その他製品,ma25_touch,1881.0
2026-08-26,7860,7860.T,エイベックス,情報・通信業,retest_52w,1299.0
2026-08-26,7888,7888.T,三光合成,化学,retest_52w,916.0
2026-08-26,7915,7915.T,ＮＩＳＳＨＡ,その他製品,retest_52w,1304.0
2026-08-26,7943,7943.T,ニチハ,ガラス・土石製品,retest_52w,3125.0
2026-08-26,7951,7951.T,ヤマハ,その他製品,ma25_touch,1305.5
2026-08-26,7984,7984.T,コクヨ,その他製品,retest_52w,909.4
2026-08-26,7994,7994.T,オカムラ,その他製品,retest_52w,2375.0
2026-08-26,7995,7995.T,バルカー,化学,ma25_touch,6680.0
2026-08-26,8032,8032.T,日本紙パルプ商事,卸売業,ma25_touch,1214.0
2026-08-26,8052,8052.T,椿本興業,卸売業,retest_52w,2882.0
2026-08-26,8058,8058.T,三菱商事,卸売業,ma25_touch,4718.0
2026-08-26,8058,8058.T,三菱商事,卸売業,ma200_touch,4718.0
2026-08-26,8060,8060.T,キヤノンマーケティングジャパン,卸売業,ma25_touch,3500.0
2026-08-26,8060,8060.T,キヤノンマーケティングジャパン,卸売業,ma200_touch,3500.0
2026-08-26,8060,8060.T,キヤノンマーケティングジャパン,卸売業,ma240_touch,3500.0
2026-08-26,8079,8079.T,正栄食品工業,卸売業,ma25_touch,4550.0
2026-08-26,8088,8088.T,岩谷産業,卸売業,ma25_touch,2171.0
2026-08-26,8101,8101.T,ＧＳＩクレオス,卸売業,ma25_touch,2734.0
2026-08-26,8113,8113.T,ユニ・チャーム,化学,retest_52w,992.6
2026-08-26,8130,8130.T,サンゲツ,卸売業,ma25_touch,3200.0
2026-08-26,8131,8131.T,ミツウロコグループホールディングス,卸売業,retest_52w,2260.0
2026-08-26,8139,8139.T,ナガホリ,卸売業,ma25_touch,2236.0
2026-08-26,8151,8151.T,東陽テクニカ,卸売業,ma25_touch,1974.0
2026-08-26,8153,8153.T,モスフードサービス,卸売業,retest_52w,3995.0
2026-08-26,8160,8160.T,木曽路,小売業,retest_52w,2475.0
2026-08-26,8200,8200.T,リンガーハット,小売業,retest_52w,2356.0
2026-08-26,8214,8214.T,ＡＯＫＩホールディングス,小売業,retest_52w,1776.0
2026-08-26,8218,8218.T,コメリ,小売業,ma25_touch,3880.0
2026-08-26,8219,8219.T,青山商事,小売業,retest_52w,777.0
2026-08-26,8273,8273.T,イズミ,小売業,retest_52w,1076.0
2026-08-26,8281,8281.T,ゼビオホールディングス,小売業,retest_52w,1176.0
2026-08-26,8282,8282.T,ケーズホールディングス,小売業,ma25_touch,1960.0
2026-08-26,8336,8336.T,武蔵野銀行,銀行業,ma25_touch,2758.0
2026-08-26,8354,8354.T,ふくおかフィナンシャルグループ,銀行業,ma25_touch,7747.0
2026-08-26,8359,8359.T,八十二長野銀行,銀行業,ma25_touch,2641.5
2026-08-26,8387,8387.T,四国銀行,銀行業,ma25_touch,3460.0
2026-08-26,8393,8393.T,宮崎銀行,銀行業,ma25_touch,2469.0
2026-08-26,8418,8418.T,山口フィナンシャルグループ,銀行業,ma25_touch,3161.0
2026-08-26,8473,8473.T,ＳＢＩホールディングス,証券、商品先物取引業,retest_52w,3394.0
2026-08-26,8511,8511.T,日本証券金融,その他金融業,ma25_touch,2501.0
2026-08-26,8524,8524.T,北洋銀行,銀行業,ma25_touch,1262.0
2026-08-26,8544,8544.T,京葉銀行,銀行業,ma25_touch,2760.0
2026-08-26,8550,8550.T,栃木銀行,銀行業,ma25_touch,1053.0
2026-08-26,8558,8558.T,東和銀行,銀行業,ma25_touch,1460.0
2026-08-26,8698,8698.T,マネックスグループ,証券、商品先物取引業,retest_52w,741.0
2026-08-26,8801,8801.T,三井不動産,不動産業,retest_52w,1520.0
2026-08-26,8850,8850.T,スターツコーポレーション,不動産業,retest_52w,4735.0
2026-08-26,8871,8871.T,ゴールドクレスト,不動産業,retest_52w,3380.0
2026-08-26,9006,9006.T,京浜急行電鉄,陸運業,retest_52w,1583.5
2026-08-26,9007,9007.T,小田急電鉄,陸運業,ma25_touch,1773.5
2026-08-26,9020,9020.T,東日本旅客鉄道,陸運業,retest_52w,3584.0
2026-08-26,9045,9045.T,京阪ホールディングス,陸運業,retest_52w,3242.0
2026-08-26,9065,9065.T,山九,陸運業,retest_52w,8399.0
2026-08-26,9068,9068.T,丸全昭和運輸,陸運業,retest_52w,7460.0
2026-08-26,9069,9069.T,センコーグループホールディングス,陸運業,ma25_touch,2245.0
2026-08-26,9072,9072.T,ニッコンホールディングス,陸運業,ma25_touch,5380.0
2026-08-26,9075,9075.T,福山通運,陸運業,ma25_touch,6310.0
2026-08-26,9076,9076.T,セイノーホールディングス,陸運業,ma25_touch,2776.0
2026-08-26,9268,9268.T,オプティマスグループ,卸売業,ma25_touch,421.0
2026-08-26,9279,9279.T,ギフトホールディングス,小売業,ma25_touch,5160.0
2026-08-26,9303,9303.T,住友倉庫,倉庫・運輸関連業,ma25_touch,4180.0
2026-08-26,9310,9310.T,日本トランスシティ,倉庫・運輸関連業,ma25_touch,1389.0
2026-08-26,9434,9434.T,ソフトバンク,情報・通信業,retest_52w,239.5
2026-08-26,9505,9505.T,北陸電力,電気・ガス業,ma200_touch,987.6
2026-08-26,9517,9517.T,イーレックス,電気・ガス業,ma25_touch,884.0
2026-08-26,9616,9616.T,共立メンテナンス,サービス業,retest_52w,3431.0
2026-08-26,9616,9616.T,共立メンテナンス,サービス業,ma25_touch,3431.0
2026-08-26,9627,9627.T,アインホールディングス,小売業,retest_52w,6246.0
